2,"Paul Garmirian Gourmet Series Belicoso Fino","5.5","52","DR","DR","CTS/ECU","Rosado","Medium",
2,"Paul Garmirian Gourmet Series Belicoso Fino Maduro","6.25","52","DR","BRA/DR","CTB/USA","Maduro","Medium-Full",
2,"Paul Garmirian Gourmet Series Bombones","3.5","43","DR","BRA/DR","CTS/ECU","Rosado","Medium",
2,"Paul Garmirian Gourmet Series Bombones Maduro","3.5","43","DR","BRA/DR","CTB/USA","Maduro","Medium-Full",
2,"Paul Garmirian Gourmet Series Celebration","9","50","DR","DR","CTS/ECU","Rosado","Medium",
2,"Paul Garmirian Gourmet Series Celebration Maduro","9","50","DR","BRA/DR","CTB/USA","Maduro","Medium-Full",
2,"Paul Garmirian Gourmet Series Churchill","7","48","DR","DR","CTS/ECU","Rosado","Medium",
2,"Paul Garmirian Gourmet Series Connoisseur ","6","50","DR","DR","CTS/ECU","Rosado","Medium",
2,"Paul Garmirian Gourmet Series Connoisseur Maduro ","6","50","DR","BRA/DR","CTB/USA","Maduro","Medium-Full",
2,"Paul Garmirian Gourmet Series Corona","5.5","42","DR","DR","CTS/ECU","Rosado","Medium",
2,"Paul Garmirian Gourmet Series Corona Grande","6.5","46","DR","DR","CTS/ECU","Rosado","Medium",
2,"Paul Garmirian Gourmet Series Corona Grande Maduro","6.5","46","DR","BRA/DR","CTB/USA","Maduro","Medium-Full",
2,"Paul Garmirian Gourmet Series Double Corona ","7.62","50","DR","DR","CTS/ECU","Rosado","Medium",
3,"Paul Stulac Black Midnight Fire Robusto","5","54","NIC","NIC","ECU","Colorado","Full",
3,"Paul Stulac Black Midnight Fire Toro","6","56","NIC","NIC","ECU","Colorado","Full",
3,"Paul Stulac Black Midnight Fire Torpedo ","6","54","NIC","NIC","ECU","Colorado","Full",
3,"Paul Stulac Classic Blend Angel ","5","58","NIC","NIC","ECU","Colorado Maduro","Medium",
3,"Paul Stulac Classic Blend Angel Maduro","5","58","NIC","NIC","ECU","Maduro","Medium",
3,"Paul Stulac Classic Blend Cross ","6","64","NIC","NIC","ECU","Colorado Maduro","Medium",
3,"Paul Stulac Classic Blend Cross Maduro ","6","64","NIC","NIC","ECU","Maduro","Medium",
3,"Paul Stulac Classic Blend Fantasma (Ghost) ","6","58","NIC","NIC","ECU","Colorado Maduro","Medium",
3,"Paul Stulac Classic Blend Fantasma (Ghost) Maduro","6","58","NIC","NIC","ECU","Maduro","Medium",
3,"Paul Stulac Classic Blend Lord of Albany ","6","44","NIC","NIC","ECU","Colorado Maduro","Medium",
3,"Paul stulac Classic Blend Lord of Albany Maduro","6","44","NIC","NIC","ECU","Maduro","Medium",
3,"Paul Stulac Classic Blend Phantom ","6","53","NIC","NIC","ECU","Colorado Maduro","Medium",
3,"Paul Stulac Classic Blend Phantom Maduro","6","53","NIC","NIC","ECU","Maduro","Medium",
3,"Paul Stulac Classic Blend Skull","7","58","NIC","NIC","ECU","Colorado Maduro","Medium",
3,"Paul Stulac Classic Blend Skull Maduro","7","58","NIC","NIC","ECU","Maduro","Medium",
3,"Paul Stulac Classic Blend Vampire (Tubed)","7","58","NIC","NIC","ECU","Colorado Maduro","Medium",
3,"Paul Stulac No Dress Code Toro","6","52","USA","NIC","ECU/HAB","Colorado Maduro","Medium-Full",
3,"Paul Stulac No Dress Code Torpedo","6","56","USA","NIC","ECU/HAB","Colorado Maduro","Medium-Full",
3,"Paul Stulac Red Screaming Sun Mr. Brown","7","38","NIC","NIC","CTB","Colorado Maduro","Full",
3,"Paul Stulac Red Screaming Sun Robusto","5","54","NIC","NIC","CTB/ECU","Colorado Maduro","Full",
3,"Paul Stulac Red Screaming Sun Toro","6","56","NIC","NIC","CTB/ECU","Colorado Maduro","Full",
3,"Paul Stulac Red Screaming Sun Torpedo ","6","54","NIC","NIC","CTB/ECU","Colorado Maduro","Full",
3,"Paul Stulac White Blinding Light Lancero","7","38","NIC","NIC","ECU","Colorado Maduro","Full",
3,"Paul Stulac White Blinding Light Robusto ","5","54","NIC","NIC","ECU","Colorado Maduro","Full",
3,"Paul Stulac White Blinding Light Toro","6","56","NIC","NIC","ECU","Colorado Maduro","Full",
3,"Paul Stulac White Blinding Light Torpedo ","6","54","NIC","NIC","ECU","Colorado Maduro","Full",
4,"Payne-Mason Black Lion Double Corona Corojo","8","50","USA","","COR/DR","Colorado Maduro","",
4,"Payne-Mason Black Lion Robusto Negro","5","50","USA","","DR","Maduro","",
4,"Payne-Mason Black Lion Robusto Premier","5.5","50","USA","","CTS","Colorado Claro","",
4,"Payne-Mason Black Lion Torpedo Negro","6","50","USA","","DR","Maduro","",
4,"Payne-Mason Black Lion Torpedo Presidente","6","50","USA","","DR","Colorado Maduro","Full",
4,"Payne-Mason Blue Havana Estelo Corona Corjo","6","48","USA","","","Colorado Claro","Medium",
4,"Payne-Mason Blue Havana Estelo Corona Gold","6","48","USA","","CT","Colorado Claro","Medium-Full",
4,"Payne-Mason Blue Havana Estelo Corona Maduro","6","48","USA","DR/HON","DR","Maduro","Full",
4,"Payne-Mason Golf Classic Churchill Golden","7","48","USA","","CTS","Colorado Claro","Mild",
4,"Payne-Mason Golf Classic Churchill Maduro","7","48","USA","","DR","Maduro","Medium",
4,"Payne-Mason Golf Classic Corona Maduro","","","USA","","DR","Maduro","Full",
4,"Payne-Mason Golf Classic Robusto Golden","5.5","50","USA","","CTS","Colorado Claro","Mild",
4,"Payne-Mason Habana Unos Corojo #5","6.5","50","USA","","COR/DR","Colorado Maduro","Full",
4,"Payne-Mason Habana Unos Torito Light","6","52","USA","","CTS","Colorado Claro","Mild",
4,"Payne-Mason Habana Unos Torito Maduro","6","52","USA","","","Maduro","Full",
4,"Payne-Mason Habana Unos Torpedo 2000","7","50","USA","","COR/DR","Colorado Maduro","",
4,"Payne-Mason Reserva Selecta Double Corona #4 Maduro","8","52","USA","","DR","Maduro","Full",
4,"Payne-Mason Reserva Selecta Figurado","7","56","USA","","CTS","Colorado Claro","Medium",
4,"Payne-Mason Reserva Selecta Robusto # 3","5.5","50","USA","","COR/DR","Colorado Maduro","",
4,"Payne-Mason Reserva Selecta Torpedo Barber","6","50","USA","","CTS/DR","Barber Pole","",
4,"Payne-Mason Reserva Selecta Torpedo Golden","6","50","USA","","CTS","Colorado Claro","Mild",
4,"Payne-Mason Sterling 858","8","58","USA","DR/HON","DR","Colorado Maduro","Full",
4,"Payne-Mason Sterling Banker Heavy","6","42","USA","DR/HON/NIC","DR","Maduro","Full",
4,"Payne-Mason Sterling Banker Lite","5.5","60","USA","DR/HON","CT","Colorado Claro","Mild",
4,"Payne-Mason Sterling Quavita Lite","5","48","USA","DR/HON","CT","Colorado Claro","Mild",
4,"Payne-Mason Sterling Quavita Maduro","5","48","USA","DR/HON/NIC","DR","Maduro","Full",
4,"Payne-Mason Sterling Salamone Barber","7","52","USA","DR/HON","CTS/DR","Multiple","Medium",
4,"Payne-Mason Sterling Toro Bravo","6","58","USA","DR/HON","DR","Colorado Maduro","Full",
4,"Payne-Mason Sterling Torpedo Grande","8","58","USA","DR/HON/NIC","DR","Colorado Maduro","Full",
5,"PDR (See Pinar del Rio)","","","","","","","",
6,"Pedro Estevez Chairman Connecticut","6.5","58","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Chairman Habano","6.5","58","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Chairman Maduro","6.5","58","HON","HON","HON","Maduro","Medium-Full",
6,"Pedro Estevez Churchill Connecticut","7","48","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Churchill Habano","7","48","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Churchill Maduro","7","48","HON","HON","HON","Maduro","Medium-Full",
6,"Pedro Estevez Coronita Connecticut","6.5","42","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Coronita Habano","6.5","42","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Coronita Maduro","6.5","42","HON","HON","HON","Maduro","Medium-Full",
6,"Pedro Estevez Lanceros Connecticut","7.5","38","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Lanceros Habano","7.5","38","HON","HON","HON","Colorado Maduro","Mild-Medium",
6,"Pedro Estevez Lanceros Maduro","7.5","38","HON","HON","HON","Maduro","Mild-Medium",
6,"Pedro Estevez Petit Corona Connecticut","4","40","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Petit Corona Habano","4","40","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Petit Corona Maduro","4","40","HON","HON","HON","Maduro","Medium-Full",
6,"Pedro Estevez Robusto Connecticut","5","50","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Robusto Habano","5","50","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Robusto Maduro","5","50","HON","HON","HON","Maduro","Medium-Full",
6,"Pedro Estevez Salomon Connecticut","7.5","60","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Salomon Habano","7.5","60","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Salomon Maduro","7.5","60","HON","HON","HON","Maduro","Medium-Full",
6,"Pedro Estevez Toro Connecticut","6","52","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Toro Habano","6","52","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Toro Maduro","6","52","HON","HON","HON","Maduro","Medium-Full",
6,"Pedro Estevez Torpedo Connecticut","6.12","52","HON","HON","HON","Colorado Claro","Mild-Medium",
6,"Pedro Estevez Torpedo Habano","6.12","52","HON","HON","HON","Colorado Maduro","Medium-Full",
6,"Pedro Estevez Torpedo Maduro","6.12","52","HON","HON","HON","Maduro","Medium-Full",
7,"Pedro Martin Corojo Churchill","7","48","NIC","NIC","COR","Colorado Maduro","Medium-Full",
7,"Pedro Martin Corojo Lancero","7.25","38","NIC","NIC","COR","Colorado Maduro","Medium-Full",
7,"Pedro Martin Corojo Pequeno","4.5","40","NIC","NIC","COR","Colorado Maduro","Medium-Full",
7,"Pedro Martin Corojo Robusto","5","50","NIC","NIC","COR","Colorado Maduro","Medium-Full",
7,"Pedro Martin Corojo Six by Sixty","6","60","NIC","NIC","COR","Colorado Maduro","Medium-Full",
7,"Pedro Martin Corojo Toro","6","52","NIC","NIC","COR","Colorado Maduro","Medium-Full",
7,"Pedro Martin Corojo Torpedo","6.25","52","NIC","NIC","COR","Colorado Maduro","Medium-Full",
7,"Pedro Martin Gold Churchill","7","48","NIC","NIC","CT/ECU","Colorado Claro","Mild-Medium",
7,"Pedro Martin Gold Lancero","7.25","38","NIC","NIC","CT/ECU","Colorado Claro","Mild-Medium",
7,"Pedro Martin Gold Pequeno","4.5","40","NIC","NIC","CT/ECU","Colorado Claro","Mild-Medium",
7,"Pedro Martin Gold Robusto","5","50","NIC","NIC","CT/ECU","Colorado Claro","Mild-Medium",
7,"Pedro Martin Gold Six by Sixty","6","60","NIC","NIC","CT/ECU","Colorado Claro","Mild-Medium",
7,"Pedro Martin Gold Toro","6","52","NIC","NIC","CT/ECU","Colorado Claro","Mild-Medium",
7,"Pedro Martin Gold Torpedeo","6.25","52","NIC","NIC","CT/ECU","Colorado Claro","Mild-Medium",
7,"Pedro Martin Platinum Series - "M" Churchill","7","48","NIC","NIC","MEX","Maduro","Medium",
7,"Pedro Martin Platinum Series - "M" Lancero","7.25","38","NIC","NIC","MEX","Maduro","Medium",
7,"Pedro Martin Platinum Series - "M" Pequeno","4.5","40","NIC","NIC","MEX","Maduro","Medium",
7,"Pedro Martin Platinum Series - "M" Robusto","5","50","NIC","NIC","MEX","Maduro","Medium",
7,"Pedro Martin Platinum Series - "M" Toro","6","52","NIC","NIC","MEX","Maduro","Medium",
7,"Pedro Martin Platinum Series - "M" Torpedo","6.25","52","NIC","NIC","MEX","Maduro","Medium",
7,"Pedro Martin Platinum Series - Fiera Goliath 660","6","60","NIC","COR/NIC","NIC","Maduro","Medium-Full",
7,"Pedro Martin Platinum Series - Fiera Pequeno","4.5","40","NIC","COR/NIC","NIC","Maduro","Medium-Full",
7,"Pedro Martin Platinum Series - Fiera Super Toro","6","54","NIC","COR/NIC","NIC","Maduro","Medium-Full",
7,"Pedro Martin Platinum Series - Fiera Torpedo","6.25","52","NIC","COR/NIC","NIC","Maduro","Medium-Full",
7,"Pedro Martin Platinum Series - Royal Churchill","7","48","NIC","NIC","CT","Colorado Claro","Mild-Medium",
7,"Pedro Martin Platinum Series - Royal Lancero","7.25","38","NIC","NIC","CT","Colorado Claro","Mild-Medium",
7,"Pedro Martin Platinum Series - Royal Pequeno","4.5","40","NIC","NIC","CT","Colorado Claro","Mild-Medium",
7,"Pedro Martin Platinum Series - Royal Robusto","5","50","NIC","NIC","CT","Colorado Claro","Mild-Medium",
7,"Pedro Martin Platinum Series - Royal Toro","6","52","NIC","NIC","CT","Colorado Claro","Mild-Medium",
7,"Pedro Martin Platinum Series - Royal Torpedo","6.25","52","NIC","NIC","CT","Colorado Claro","Mild-Medium",
7,"Pedro Martin Ruby Churchill","7","48","NIC","NIC","COR","Colorado","Medium-Full",
7,"Pedro Martin Ruby Lancero","7.25","38","NIC","NIC","COR","Colorado","Medium-Full",
7,"Pedro Martin Ruby Pequeno","4.5","40","NIC","NIC","COR","Colorado","Medium-Full",
7,"Pedro Martin Ruby Robusto","5","50","NIC","NIC","COR","Colorado","Medium-Full",
7,"Pedro Martin Ruby Six by Sixty","6","60","NIC","NIC","COR","Colorado","Medium-Full",
7,"Pedro Martin Ruby Toro","6","52","NIC","NIC","COR","Colorado","Medium-Full",
7,"Pedro Martin Ruby Torpedo","6.25","52","NIC","NIC","COR","Colorado","Medium-Full",
8,"Penamil Clasico Corona","5.625","43","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Clasico Coronitas en Cedro","4.75","43","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Clasico Lonsdale","6.625","43","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Clasico Panetela Especiales","6.33","38","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Clasico Petit Corona","5.25","43","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Clasico Piramide","6.125","52","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Clasico Robusto","4.75","50","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Clasico Tubos","7","43","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Gran Reserva","7.25","45","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Oro No. 16","7.25","37","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Oro No. 17","6.875","41","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Oro No. 18","7.25","45","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Oro No. 25","7.625","45","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Oro No. 5","5.125","41","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Oro No. 6","6","41","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Oro No. 6 Tubed","6","41","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Oro Piramide ","6.12","52","CI","BRA/DR","CTS/USA","Colorado Claro","Mild",
8,"Penamil Plata Cigarillos","4","21","CI","BRA/DR/MEX","SUM","Colorado Maduro","Medium",
8,"Penamil Plata Cortados","3.4","29","CI","BRA/DR/MEX","SUM","Colorado Maduro","Medium",
8,"Penamil Plata Especiales","6.5","38","CI","BRA/DR/MEX","SUM","Colorado Maduro","Medium",
8,"Penamil Plata No.1","5.25","41","CI","BRA/DR/MEX","SUM","Colorado Maduro","Medium",
8,"Penamil Plata No.2","5","40","CI","BRA/DR/MEX","SUM","Colorado Maduro","Medium",
8,"Penamil Plata No.3","4.75","29","CI","BRA/DR/MEX","SUM","Colorado Maduro","Medium",
8,"Penamil Reserva","6","43","CI","BRA/DR","CTS/USA","Colorado Claro","Mild-Medium",
8,"Penamil Tres Coronas","7","51","CI","BRA/DR","CTS/USA","Colorado Claro","Medium",
9,"Penguin Gallapagos","","","","","","","",
10,"Pensadores Bartolome De Las Casas","6","60","DR","CRI/DR/PER","BRA","Maduro","Medium-Full",
10,"Pensadores De Acosta","7","50","DR","CRI/DR/PER","ECU","Claro","Mild-Medium",
10,"Pensadores Varona","7","54","DR","CRI/DR/PER","BRA","Maduro","Medium-Full",
11,"Pepperbox Pepperbox","4.25","64","NIC","NTL","NIC","Colorado","Medium-Full",
12,"Pera Churchill","6.75","48","NIC","NIC","NIC","Colorado Maduro","Medium",
12,"Pera Corona","5.5","44","NIC","NIC","NIC","Colorado Maduro","Medium",
12,"Pera Double Corona","7","54","NIC","NIC","NIC","Colorado Maduro","Medium",
12,"Pera Figurado","7.5","52","NIC","NIC","NIC","Colorado Maduro","Medium",
12,"Pera Rothschild","4.5","52","NIC","NIC","NIC","Colorado Maduro","Medium",
12,"Pera Toro","6.25","50","NIC","NIC","NIC","Colorado Maduro","Medium",
13,"Percy Ray (McIntyre Cubanacan) Percy Ray Limited Edition","6","50","NIC","NIC","CAM","Colorado","Medium-Full",
14,"Perdomo 2 "Mistakes" Milenario Cameroon","6.5","55","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 "Mistakes" Milenario Maduro","6.5","55","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 (1999) Descartes","7","50","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 (1999) Descartes Maduro","7","50","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 (1999) Ecuacion","4.75","50","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 (1999) Ecuacion Maduro","4.75","50","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 (1999) Entero","5.75","54","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 (1999) Entero Maduro","5.75","54","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 (1999) Exponente","6","43","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 (1999) Exponente Maduro","6","43","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 (1999) Rhombus","5.5","54","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 (1999) Rhombus Maduro","5.5","54","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 (1999) Torfecto","5.5","54","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 (1999) Torfecto Maduro","5.5","54","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 Limited Edition 2008 (Cameroon) Churchill","6.8","50","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 Limited Edition 2008 (Cameroon) Epicure ","5.5","54","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 Limited Edition 2008 (Cameroon) Robusto ","5","50","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 Limited Edition 2008 (Cameroon) Torpedo","6.2","54","NIC","NIC","CAM","Colorado Maduro","Medium-Full",
14,"Perdomo 2 Limited Edition 2008 Maduro Churchill","6.8","50","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 Limited Edition 2008 Maduro Epicure","5.5","54","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 Limited Edition 2008 Maduro Robusto ","5","50","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 2 Limited Edition 2008 Maduro Torpedo ","6.2","54","NIC","NIC","NIC","Maduro","Full",
14,"Perdomo 20th Anniversary Churchill Connecticut","7","56","NIC","NIC","CTS/ECU","Claro","Medium-Full",
14,"Perdomo 20th Anniversary Churchill Maduro ","7","56","NIC","NIC","NIC","Maduro","Medium-Full",
14,"Perdomo 20th Anniversary Churchill Sun Grown ","7","56","NIC","NIC","NIC","Colorado","Medium-Full",
14,"Perdomo 20th Anniversary Corona Grande Connecticut","6.5","48","NIC","NIC","CTS/ECU","Claro","Medium-Full",
14,"Perdomo 20th Anniversary Corona Grande Maduro","6.5","48","NIC","NIC","NIC","Maduro","Medium-Full",
14,"Perdomo 20th Anniversary Corona Grande Sun Grown ","6.5","48","NIC","NIC","NIC","Colorado","Medium-Full",
14,"Perdomo 20th Anniversary Epicure Connecticut","6","56","NIC","NIC","CTS/ECU","Claro","Medium-Full",
14,"Perdomo 20th Anniversary Epicure Maduro ","6","56","NIC","NIC","NIC","Maduro","Medium-Full",
14,"Perdomo 20th Anniversary Epicure Sun Grown ","6","56","NIC","NIC","NIC","Colorado","Medium-Full",
14,"Perdomo 20th Anniversary Gordo Connecticut","6","60","NIC","NIC","CTS/ECU","Claro","Medium-Full",
14,"Perdomo 20th Anniversary Gordo Maduro ","6","60","NIC","NIC","NIC","Maduro","Medium-Full",
14,"Perdomo 20th Anniversary Gordo Sun Grown ","6","60","NIC","NIC","NIC","Colorado","Medium-Full",
14,"Perdomo 20th Anniversary Pyramid Connecticut","6.5","60","NIC","NIC","CTS/ECU","Claro","Medium-Full",
14,"Perdomo 20th Anniversary Pyramid Sungrown ","6.5","60","NIC","NIC","NIC","Colorado","Medium-Full",
14,"Perdomo 20th Anniversary Robusto Maduro ","5","56","NIC","NIC","NIC","Maduro","Medium-Full",
14,"Perdomo 20th Anniversary Robusto Sun Grown ","5","56","NIC","NIC","NIC","Colorado","Medium-Full",
14,"Perdomo 20th Anniversary Robutso Connecticut","5","56","NIC","NIC","CTS/ECU","Claro","Medium-Full",
14,"Perdomo 20th Anniversary Torpedo Connecticut","6.5","54","NIC","NIC","CTS/ECU","Claro","Medium-Full",
14,"Perdomo 20th Anniversary Torpedo Maduro ","6.5","54","NIC","NIC","NIC","Maduro","Medium-Full",
14,"Perdomo 20th Anniversary Torpedo Sun Grown ","6.5","54","NIC","NIC","NIC","Colorado","Medium-Full",
14,"Perdomo Artesanal Churchill Maduro","6.875","48","NIC","NIC","NIC","Maduro","Medium",
14,"Perdomo Artesanal Churchill Sumatra","6.875","48","NIC","NIC","SUM","Colorado Claro","Mild-Medium",
14,"Perdomo Artesanal Robusto Maduro","5","50","NIC","NIC","NIC","Maduro","Medium",
14,"Perdomo Artesanal Robusto Sumatra","5","50","NIC","NIC","SUM","Colorado Maduro","Mild-Medium",
14,"Perdomo Artesanal Toro Maduro","6","50","NIC","NIC","NIC","Maduro","Medium",
14,"Perdomo Artesanal Toro Sumatra","6","52","NIC","NIC","SUM","Colorado Claro","Mild-Medium",
14,"Perdomo Artesanal Torpedo Maduro","6","54","NIC","NIC","NIC","Maduro","Medium",
14,"Perdomo Artesanal Torpedo Sumatra","6","54","NIC","NIC","SUM","Colorado Claro","Mild-Medium",
15,"Perez Churchill Maduro","7.25","50","MEX","MEX","MEX","Maduro","Medium-Full",
15,"Perez Dominante (Dos Capas)","6","50","MEX","MEX","MEX","Multiple","Medium-Full",
15,"Perez Robusto Maduro","5","50","MEX","MEX","MEX","Maduro","Medium-Full",
