38,"Pigtail Factory Leftovers Connecicut Toro","6","50","DR","DR/NIC","CTS","Colorado Claro","Medium",
38,"Pigtail Factory Leftovers Original Churchill","7","50","DR","DR/NIC","INDO/SUM","Colorado","Medium",
38,"Pigtail Factory Leftovers Original Robusto","5","50","DR","DR/NIC","INDO/SUM","Colorado","Medium",
38,"Pigtail Factory Leftovers Original Toro","6","50","DR","DR/NIC","INDO/SUM","Colorado","Medium",
39,"Piloto Cubano Churchill ","7","48","DR","DR","ECU","Colorado Maduro","Mild",
39,"Piloto Cubano Robusto","5","50","DR","DR","ECU","Naturale","Mild",
39,"Piloto Cubano Toro","6","50","DR","DR","ECU","Naturale","Mild",
39,"Piloto Cubano Torpedo","6.5","50","DR","DR","ECU","Naturale","Mild",
40,"Pinar 2000 Churchill","7","48","ECU","CUB/ECU","ECU","Colorado Claro","Medium",
40,"Pinar 2000 Magnum","7.5","52","ECU","CUB/ECU","ECU","Colorado Claro","Medium",
40,"Pinar 2000 Petite Fuerte","5.5","42","ECU","CUB/ECU","ECU","Colorado Claro","Medium",
40,"Pinar 2000 Rothschild","4.5","50","ECU","CUB/ECU","ECU","Colorado Claro","Medium",
40,"Pinar 2000 Toro ","5.5","50","ECU","CUB/ECU","ECU","Colorado Claro","Medium",
40,"Pinar 2000 Torpedo","5.5","52","ECU","CUB/ECU","ECU","Colorado Claro","Medium",
40,"Pinar 3000 Belicoso Fina","5.5","52","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Belicoso Fina Maduro","5.5","52","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Belicoso Gran","7","52","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Belicoso Gran Maduro","7","52","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Belicoso Mediano","6.12","52","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Belicoso Mediano Maduro","6.12","52","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Churchill","7","48","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Churchill Maduro","7","48","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Corona","5.5","42","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Corona Maduro","5.5","42","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Double Corona","7.5","50","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Double Corona Maduro","7.5","50","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 El Diablo","5","32","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 El Diablo Eaches (petites)","","","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 El Diablo Eaches (petites) Maduro","","","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 El Diablo Maduro","5","32","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Habanito","4.5","30","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Habanito Maduro","4.5","30","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Perfecto","5.5","52","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Perfecto Maduro","5.5","52","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Rothschild","4.5","50","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Rothschild Maduro","4.5","50","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Super Corona","5.75","60","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Super Corona Maduro","5.75","60","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 3000 Toro","5.5","50","ECU","CUB","CUB","Colorado Maduro","Medium-Full",
40,"Pinar 3000 Toro Maduro","5.5","50","ECU","CUB","CUB","Maduro","Medium-Full",
40,"Pinar 4000 Belicosa Fina","5.5","52","ECU","ECU/HON","ECU","Naturale","Medium-Full",
40,"Pinar 4000 Double Corona","7.5","50","ECU","ECU/HON","ECU","Naturale","Medium-Full",
40,"Pinar 4000 El Diablo","5","36","ECU","ECU/HON","ECU","Naturale","Medium-Full",
40,"Pinar 4000 Rothschild","5","50","ECU","ECU/HON","ECU","Naturale","Medium-Full",
40,"Pinar 4000 Super Corona","6","60","ECU","ECU/HON","ECU","Naturale","Medium-Full",
40,"Pinar 4000 Toro","5.5","50","ECU","ECU/HON","ECU","Naturale","Medium-Full",
40,"Pinar Anejados Double Corona","7","50","ECU","ECU","ECU","Colorado Maduro","Medium",
40,"Pinar Anejados Figuarado","5.5","50","ECU","ECU","ECU","Colorado Maduro","Medium",
40,"Pinar Anejados Rothchild","6","48","ECU","ECU","ECU","Colorado Maduro","Medium",
40,"Pinar Fiero Negro (P2000) Double Corona","7.5","50","ECU","CUB/ECU","CUB","Maduro","Full",
40,"Pinar Fiero Negro (P2000) Toro","5.5","50","ECU","CUB/ECU","CUB","Maduro","Full",
40,"Pinar Fiero Negro (P2000) Torpedo","5.5","52","ECU","CUB/ECU","CUB","Maduro","Full",
40,"Pinar Habanito","4.5","30","ECU","CUB","CUB","","",
40,"Pinar Habanito No. 2","4.5","36","ECU","CUB","CUB","","",
40,"Pinar Habanito No. 3","4.5","42","ECU","CUB","CUB","","",
40,"Pinar Habanito No. 4","4.5","46","ECU","CUB","CUB","","",
40,"Pinar Habanito No. 5","5","50","ECU","CUB","CUB","","",
40,"Pinar Habanito No. 6","5.5","44","ECU","CUB","CUB","","",
41,"Pinar de Oro Belicoso","6","52","ECU","ECU","ECU","Colorado Claro","Medium",
41,"Pinar de Oro Belicoso Breve","4.5","50","ECU","ECU","ECU","Colorado Claro","Medium",
41,"Pinar de Oro Belicoso Grande","7","52","ECU","ECU","ECU","Colorado Claro","Medium",
41,"Pinar de Oro Perfecto","5","50","ECU","ECU","ECU","Colorado Claro","Medium",
42,"Pinar Del Rio 1878 Cosecha Especial Robusto","5","50","DR","DR/NIC","COR/ECU","Colorado","Medium-Full",
42,"Pinar del Rio 1878 Cosecha Especial Toro","6","52","DR","DR/NIC","COR/ECU","Colorado","Medium-Full",
42,"Pinar Del Rio 1878 Cosecha Especial Torpedo","6.5","52","DR","DR/NIC","COR/ECU","Colorado","Medium-Full",
42,"Pinar del Rio 1878 Cubano Especial Capa Madura Churchill","7","54","DR","DR/NIC","BRA","Maduro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Madura Corona","5.5","44","DR","DR/NIC","BRA","Maduro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Madura Double Magnum","6","60","DR","DR/NIC","BRA","Maduro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Madura Lancero","7.25","38","DR","DR/NIC","BRA","Maduro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Madura Robusto ","5","52","DR","DR/NIC","BRA","Maduro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Madura Toro ","6","52","DR","DR/NIC","BRA","Maduro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Madura Torpedo ","6.5","52","DR","DR/NIC","BRA","Maduro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Natural Churchill","7","54","DR","DR/NIC","CT/ECU","Colorado Claro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Natural Corona","5.25","44","DR","DR/NIC","CT/ECU","Colorado Claro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Natural Double Magnum ","6","60","DR","DR/NIC","CT/ECU","Colorado Claro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Natural Robusto","5","52","DR","DR/NIC","CT/ECU","Colorado Claro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Natural Toro","6","52","DR","DR/NIC","CT/ECU","Colorado Claro","Medium",
42,"Pinar del Rio 1878 Cubano Especial Capa Natural Torpedo","6.5","52","DR","DR/NIC","CT/ECU","Colorado Claro","Medium",
42,"Pinar del Rio 1878 Liga Exclusiva Capa Corojo Churchill","7","54","DR","DR/NIC","COR","Colorado","Medium",
42,"Pinar del Rio 1878 Liga Exclusiva Capa Corojo Double Magnum","6","60","DR","DR/NIC","COR","Colorado","Medium",
42,"Pinar del Rio 1878 Liga Exclusiva Capa Corojo Toro ","6","52","DR","DR/NIC","COR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Churchill","7","54","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Corona ","5.25","44","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Double Magnum","6","60","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Double Robusto","5.5","54","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Lancero","7.25","38","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Robusto","5","52","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Toro ","6","52","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Habana Torpedo","6.5","52","DR","COR/DR/H98","DR","Colorado","Medium",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Churchill ","7","54","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Corona ","5.25","44","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Double Magnum ","6","60","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Lancero","7.25","38","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Robusto ","5","52","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Short Toro ","5.5","54","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Toro ","6","52","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Oscura Torpedo ","6.5","52","DR","COR/CRI/DR","DR","Oscuro","Medium-Full",
42,"Pinar del Rio 1878 Reserva Dominicana Capa Sun Grown Toro","6","52","DR","COR/DR/HAB/H98","DR/HAB","Colorado","Medium",
42,"Pinar del Rio A Crop Claro Gordo","6","58","DR","DR/NIC","ECU","Colorado Claro","Full",
42,"Pinar del Rio A Crop Claro Robusto","5","52","DR","DR/NIC","ECU","Colorado Claro","Full",
42,"Pinar del Rio A Crop Claro Toro","6","52","DR","DR/NIC","ECU","Colorado Claro","Full",
42,"Pinar del Rio A Crop Oscuro Gordo","6","58","DR","DR/NIC","ECU","Oscuro","Full",
42,"Pinar del Rio A Crop Oscuro Robusto ","5","52","DR","DR/NIC","ECU","Oscuro","Full",
42,"Pinar del Rio A Crop Oscuro Toro","6","52","DR","DR/NIC","ECU","Oscuro","Full",
42,"Pinar del Rio Clasico Exclusivo Churchill ","7","50","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
42,"Pinar del Rio Clasico Exclusivo Corona ","5.5","44","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
42,"Pinar del Rio Clasico Exclusivo Corona Gorda ","6","46","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
42,"Pinar del Rio Clasico Exclusivo Double Corona ","6.25","54","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
42,"Pinar del Rio Clasico Exclusivo Double Magnum","6","60","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
42,"Pinar del Rio Clasico Exclusivo Double Perfecto","5.25","48","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
42,"Pinar del Rio Clasico Exclusivo Gordo ","4.5","60","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
42,"Pinar del Rio Clasico Exclusivo Lancero","7.25","38","DR","DR/NIC","CTS/ECU","Colorado Claro","Medium",
43,"Pinnacle Corona Gorda","6","50","DR","DR","INDO","Colorado Claro","Medium",
43,"Pinnacle Imperial Corona","6.75","46","DR","DR","INDO","Colorado Claro","Medium",
43,"Pinnacle Robusto","5","50","DR","DR","INDO","Colorado Claro","Medium",
44,"Pintor "Spider" Churchill","","","CR","","","","",
44,"Pintor Dinasty Corojo Florentine","7","50","NIC","NIC","COR/NIC","Colorado Maduro","Medium-Full",
44,"Pintor Dinasty Corojo Ricardo","5","50","NIC","NIC","COR/NIC","Colorado Maduro","Medium-Full",
44,"Pintor Dinasty Corojo Toro","6","50","NIC","NIC","COR/NIC","Colorado Maduro","Medium-Full",
44,"Pintor Dinasty Corojo Torpedo","6.5","54","NIC","NIC","COR/NIC","Colorado Maduro","Medium-Full",
44,"Pintor Dinasty H-2000 Florentine","7","50","NIC","NIC","HAB","Colorado Maduro","Medium",
44,"Pintor Dinasty H-2000 Ricardo","5","50","NIC","NIC","HAB","Colorado Maduro","Medium",
44,"Pintor Dinasty H-2000 Toro","6","50","NIC","NIC","HAB","Colorado Maduro","Medium",
44,"Pintor Dinasty H-2000 Torpedo","6.5","54","NIC","NIC","HAB","Colorado Maduro","Medium",
45,"PIO Resurrection No. 1 (Churchill) ","6.5","48","USA","DR/NIC","CTB","Maduro","Medium",
45,"PIO Resurrection No. 2 (Torpedo) ","6","52","USA","DR/NIC","CTB","Maduro","Medium",
45,"PIO Resurrection No. 3 (Robusto)","5","50","USA","DR/NIC","CTB","Maduro","Medium",
45,"PIO Resurrection No. 4 (Corona)","6","44","USA","DR/NIC","CTB","Maduro","Medium",
45,"PIO Resurrection No. 5 (Toro)","6","52","USA","DR/NIC","CTB","Maduro","Medium",
45,"PIO Resurrection No. 6 ","6","60","USA","DR/NIC","CTB","Maduro","Medium",
45,"PIO VI Churchill","7","50","USA","DR/MEX/NIC","BRA","Colorado Maduro","Medium",
45,"PIO VI Corona","5.5","42","USA","DR/MEX/NIC","BRA","Colorado Maduro","Medium",
45,"PIO VI Double Corona","6","50","USA","DR/MEX/NIC","BRA","Colorado Maduro","Medium",
45,"PIO VI Overture No. 1","7","48","USA","DR","ECU","Colorado Maduro","Medium-Full",
45,"PIO VI Overture No. 2","6","52","USA","DR","ECU","Colorado Maduro","Medium-Full",
45,"PIO VI Overture No. 3","5","50","USA","DR","ECU","Colorado Maduro","Medium-Full",
45,"PIO VI Overture No. 4","6","44","USA","DR","ECU","Colorado Maduro","Medium-Full",
45,"PIO VI Overture No. 52","6","52","USA","DR","ECU","Colorado Maduro","Medium-Full",
45,"PIO VI Overture No. 60","6","60","USA","DR","ECU","Colorado Maduro","Medium-Full",
45,"PIO VI Robusto","5","50","USA","DR/MEX/NIC","BRA","Colorado Maduro","Medium",
45,"PIO VI Torpedo","6","54","USA","DR/MEX/NIC","BRA","Colorado Maduro","Medium",
46,"Pioneer Valley Especiales Classic Churchill ","7","50","DR","DR","CTS","Claro","Mild",
46,"Pioneer Valley Especiales Classic Corona","5.75","43","DR","DR","CTS","Claro","Mild",
46,"Pioneer Valley Especiales Classic Robusto","5","50","DR","DR","CTS","Claro","Mild",
46,"Pioneer Valley Especiales Classic Torpedo ","6.25","52","DR","DR","CTS","Claro","Mild",
46,"Pioneer Valley Especiales Maduro Churchill","7","48","DR","DR","CTB","Maduro","Mild-Medium",
46,"Pioneer Valley Especiales Maduro Robusto","4.75","52","DR","DR","CTB","Maduro","Mild-Medium",
46,"Pioneer Valley Especiales Maduro Toro","6","50","DR","DR","CTB","Maduro","Mild-Medium",
46,"Pioneer Valley Especiales Maduro Torpedo","6.25","52","DR","DR","CTB","Maduro","Mild-Medium",
47,"Pipers Haven Flor De Gerard Toro Gordo Maduro ","6","60","DR","DR","ECU","Maduro","Medium-Full",
48,"Pirata Churchill","7","48","DR","DR","INDO","Colorado Maduro","Mild-Medium",
48,"Pirata Gran Corona","6.75","46","DR","DR","INDO","Colorado Maduro","Mild-Medium",
48,"Pirata Pequenos","4","40","","","","","",
48,"Pirata Presidente","8","50","DR","DR","INDO","Colorado Maduro","Mild-Medium",
48,"Pirata Presidente Maduro","8","50","DR","DR","INDO","Maduro","Mild-Medium",
48,"Pirata Robusto","4.5","52","DR","DR","INDO","Colorado Maduro","Mild-Medium",
48,"Pirata Toro","6","50","DR","DR","INDO","Colorado Maduro","Mild-Medium",
48,"Pirata Torpedo","6.5","52","DR","DR","INDO","Colorado Maduro","Mild-Medium",
48,"Pirata Torpedo Maduro","6.5","52","DR","DR","INDO","Maduro","Mild-Medium",
49,"Pirate's Gold Churchill","7.25","54","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Diademas","7.25","62","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Diademas Maduro","7.25","62","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Double Toro","6","56","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Double Toro Maduro","6","56","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Gordo","6","60","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Gordo Maduro","6","60","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Gran Victoria","10","62","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Gran Victoria Maduro","10","62","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold No. 1 Canones","7.25","49","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold No. 1 Canones Maduro ","7.25","49","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold No. 2 Especial","6.5","46","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold No. 2 Especial Maduro","6.5","46","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold No. 3 Diademita","5.5","54","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold No. 3 Diademita","5.5","54","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold No. 4 Media Corona ","5.5","44","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold No. 4 Media Corona Maduro","5.5","44","HON","BRA/DR/NIC","ECU","Colorado Maduro","Medium-Full",
49,"Pirate's Gold No. 5 Corona Gorda","5","64","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Petite","5","39","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Piramide #1","7.25","62","HON","BRA/DR/NIC","ECU","Colorado Maduro","Medium",
49,"Pirate's Gold Piramide #1 Maduro","7.25","62","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Piramide #2 (Belicoso)","6.5","56","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Piramide #2 (Belicoso) Maduro","6.5","56","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Piramide #3 ","5","50","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Piramide #3 Maduro","5","50","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Power ","6.5","56","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Power Maduro","6.5","56","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Presidente","7.2","47","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Presidente Maduro","7.2","47","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Regordo","6","60","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Regordo Maduro","6","60","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Rothschild","5","50","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Rothschild Maduro","5","50","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold Semi","5.5","56","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Semi Maduro","5.5","56","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
49,"Pirate's Gold The Chief ","18","66","HON","BRA/DR/NIC","ECU","Colorado Maduro","Medium",
49,"Pirate's Gold Toro","6","52","HON","BRA/DR/NIC","ECU","Colorado Claro","Medium",
49,"Pirate's Gold Toro Maduro","6","52","HON","BRA/DR/NIC","ECU","Maduro","Medium-Full",
50,"Pitbull Puros Carlito","5.5","54","NIC","NIC","NIC","Colorado Maduro","Medium",
50,"Pitbull Puros Mahestro","6.5","58","NIC","NIC","NIC","Colorado Maduro","Medium",
50,"Pitbull Puros Muchacha ","4.5","56","NIC","NIC","NIC","Colorado Maduro","Medium",
